0.051857,0.012134,0.73741,-0.77728
-0.32022,-0.056155,-0.39398,-0.77728
-0.26481,-0.21698,-0.39398,0.73741
0.42897,0.14494,-0.615,-0.77728
0.14162,0.066681,-0.615,0.73741
-0.14419,-0.12819,-0.615,-0.39398
-0.4422,-0.010678,0.98345,-0.77728
0.22367,0.00096968,0.98345,0.73741
-0.093445,0.00089888,0.98345,-0.39398
-0.33973,-0.0026434,0.98345,-0.615
0.097363,0.082708,0.33804,-0.77728
-0.10437,-0.11424,0.33804,0.73741
-0.015552,0.19573,0.33804,-0.39398
-0.015949,0.099852,0.33804,-0.615
-0.029525,0.0009233,0.33804,0.98345
-0.04655,-0.0028485,-0.96212,-0.77728
0.25004,0.0072508,-0.96212,0.73741
0.29656,0.0095319,-0.96212,-0.39398
-0.046966,-0.004536,-0.96212,-0.615
-0.42357,-0.001601,-0.96212,0.98345
0.18697,0.0067509,-0.96212,0.33804
0.35636,-3.9483e-05,0.99985,-0.77728
0.23446,-3.0338e-05,0.99985,0.73741
0.052976,4.0479e-05,0.99985,-0.39398
-0.63622,-0.00012779,0.99985,-0.615
3.6751,4.1583e-05,0.99985,0.98345
-0.084933,-1.6646e-05,0.99985,0.33804
-0.46365,-1.047e-05,0.99985,-0.96212
0.27657,0.0071628,0.93045,-0.77728
1.277,0.086988,0.93045,0.73741
-0.5255,-0.090133,0.93045,-0.39398
-0.046715,0.023159,0.93045,-0.615
0.047738,-8.7258e-05,0.93045,0.98345
-0.047518,-0.03275,0.93045,0.33804
0.033755,0.0022307,0.93045,-0.96212
0.046941,-1.0155e-05,0.93045,0.99985
-0.17495,-0.013604,-0.84465,-0.77728
-0.065243,-0.051774,-0.84465,0.73741
0.29474,0.0781,-0.84465,-0.39398
-0.13204,0.0094841,-0.84465,-0.615
-0.23249,0.0017274,-0.84465,0.98345
-0.10318,0.048862,-0.84465,0.33804
-0.1708,-0.0015848,-0.84465,-0.96212
-0.029744,6.6817e-06,-0.84465,0.99985
0.22353,-2.2508e-05,-0.84465,0.93045
0.086985,0.019904,0.89008,-0.77728
0.10011,0.014618,0.89008,0.73741
0.16444,0.0078115,0.89008,-0.39398
0.043727,0.032734,0.89008,-0.615
-0.47172,-0.00089933,0.89008,0.98345
0.20616,0.022424,0.89008,0.33804
-0.34542,-0.0030164,0.89008,-0.96212
-0.022294,-8.0477e-06,0.89008,0.99985
0.44341,0.013883,0.89008,0.93045
0.027863,0.0098319,0.89008,-0.84465
-0.085424,0.0030142,-0.76051,-0.77728
-0.45357,-0.12514,-0.76051,0.73741
0.39793,0.17732,-0.76051,-0.39398
-0.081575,-0.0015118,-0.76051,-0.615
0.11492,0.002008,-0.76051,0.98345
0.010759,0.11476,-0.76051,0.33804
-0.095621,0.00024419,-0.76051,-0.96212
0.13656,2.2965e-05,-0.76051,0.99985
0.58324,-0.0069747,-0.76051,0.93045
0.31203,0.075899,-0.76051,-0.84465
0.023775,0.0087076,-0.76051,0.89008
0.082635,0.010204,-0.97785,-0.77728
0.051216,0.0050152,-0.97785,0.73741
-0.27455,-0.008981,-0.97785,-0.39398
-0.14814,-0.0030223,-0.97785,-0.615
-3.5451,-0.0065854,-0.97785,0.98345
0.075297,0.00036368,-0.97785,0.33804
0.04668,0.00044111,-0.97785,-0.96212
-1.5127,-3.2767e-05,-0.97785,0.99985
0.052485,0.0014803,-0.97785,0.93045
0.25549,-0.0021805,-0.97785,-0.84465
0.35764,-0.0009538,-0.97785,0.89008
0.18953,-0.0031077,-0.97785,-0.76051
-0.016385,0.0081826,-0.98633,-0.77728
-0.069051,0.0010466,-0.98633,0.73741
0.0038303,-0.0071987,-0.98633,-0.39398
-0.42044,0.0023795,-0.98633,-0.615
0.35797,-0.00049767,-0.98633,0.98345
-0.010342,0.0015236,-0.98633,0.33804
