-1.0385,-4.1306,-0.55082,-1.2438
0.94479,-3.666,0.41419,-0.24111
-0.4165,-2.2271,-0.2787,0.099887
-0.71692,-2.9243,-0.14544,0.28756
2.393,-33.465,0.074763,2.5059
0.35188,-2.0502,-0.42074,-0.14404
-1.9737,-14.301,0.024702,-1.0294
4.7625,-3427.1,0.00054455,3.2899
1.6617,-9.2849,0.14537,0.63512
-1.2372,-4.6093,-0.17533,-0.83568
1.4223,-6.122,0.098362,0.38683
-0.99743,-3.2462,-0.30169,0.37897
-2.2461,-26.074,-0.10253,-2.9457
-2.4893,-39.393,-0.042191,-1.9741
-1.3223,-5.3904,-0.38239,-1.0863
0.65242,-3.3851,-0.83489,-1.3153
0.33873,-1.8308,0.34017,0.53996
-0.74197,-2.8058,0.21404,-0.049324
0.16611,-1.6756,0.43751,-1.6795
-0.48271,-2.6205,1.1631,1.9202
1.9599,-16.87,0.17973,2.2246
-1.5628,-7.3018,-0.13061,-0.80918
2.7619,-64.325,-0.00091856,1.9749
-1.081,-4.1347,-0.45421,-2.9291
0.25274,-2.5945,0.73923,1.0744
1.159,-4.5856,0.46175,0.30487
0.61067,-1.9758,-0.6431,0.22839
0.22317,-2.017,-0.84957,-0.13644
0.10732,-1.9737,1.1298,1.7552
-0.21168,-2.0591,0.162,-1.0409
0.69512,-2.8461,0.67202,0.78176
-2.5977,-46.817,-0.032608,-2.3909
-0.38244,-1.8922,0.22957,-0.33136
2.9215,-87.274,-0.0042483,0.45648
0.42134,-2.1775,0.20242,0.84022
1.0885,-4.2504,0.37974,1.1154
2.234,-23.421,0.0089906,0.96504
0.35703,-2.3226,0.43017,-0.4076
0.26322,-2.3388,1.1403,0.85034
0.72384,-2.6931,0.66327,0.38247
-4.5396,-2195.5,-0.0010911,-3.0204
-1.5674,-7.6323,-0.12164,-1.3605
0.35733,-2.986,1.0603,-0.15529
-0.68825,-2.6413,0.14969,-0.88528
0.20972,-1.6784,0.21177,0.17001
1.2093,-4.3564,0.30108,1.9182
-1.296,-5.771,-0.33484,-0.99784
2.913,-85.996,0.0043296,2.1234
1.3727,-5.0494,0.055526,1.3486
0.47196,-3.0972,0.93931,1.467
0.17422,-1.4371,-0.062816,-0.015949
0.81766,-2.271,-0.0041692,-0.16766
-0.47069,-1.707,-0.31228,-0.71303
-0.08869,-1.2422,-0.16855,-0.64305
-0.061305,-1.2916,-0.13431,-0.57159
-0.071777,-1.6877,-0.30853,-0.5979
-0.24457,-1.5283,-0.29543,-0.43686
1.5087,-5.9425,0.026845,0.57019
-1.4622,-5.4865,-0.084665,-0.88219
-0.090867,-1.4152,-0.22731,0.02395
0.1818,-1.4769,0.097607,0.1173
0.82459,-2.1969,0.041469,-0.26333
-1.7205,-8.6846,-0.053766,-0.53851
0.078008,-1.5957,-0.39667,-0.22785
0.37044,-1.5689,0.25846,-0.039121
-0.63162,-1.8414,0.087148,-0.10726
0.89086,-2.4352,0.075139,0.28291
1.4952,-5.8442,-0.040542,-0.36166
0.8958,-2.3384,0.02472,0.44745
-0.059833,-1.468,0.39583,-0.042979
-0.2001,-1.5138,0.034989,-0.029698
0.18845,-1.3707,0.10507,0.11403
2.228,-22.438,0.027682,0.68291
-0.44796,-1.5069,-0.15219,-0.19293
0.52813,-1.608,-0.012713,0.041865
-1.3683,-4.796,-0.12028,-0.33732
0.45915,-1.7915,0.15771,-0.40497
-0.49615,-1.7158,-0.2795,-0.33564
-0.14482,-1.3709,0.0026536,0.32508
0.96452,-2.6161,-0.048655,0.14313
0.029687,-1.2817,0.27591,0.42313
0.9081,-2.3169,0.12299,0.38095
-0.4464,-1.6025,0.34989,0.56005
-0.49022,-1.5635,0.015809,0.1334
0.69165,-1.9035,-0.15512,-0.036596
-0.12916,-1.4139,0.17984,-0.3863
-0.19998,-1.3369,0.11735,0.039732
-0.62431,-1.7947,-0.12682,-0.18656
0.10025,-1.3552,0.091599,0.038701
0.19541,-1.4949,0.28484,0.55163
0.92405,-2.5511,0.085295,0.14622
0.52517,-1.8031,0.011992,0.45753
0.77865,-2.0769,0.065176,0.40842
1.8897,-11.862,0.050212,0.89515
-0.10951,-1.3468,0.51393,0.42347
-0.922,-2.4787,-0.24961,-0.72825
-0.57199,-1.6616,0.31257,0.2234
0.10472,-1.3328,-0.10881,-0.0097035
0.060644,-1.4483,0.26168,0.22271
0.70255,-1.923,0.060225,0.48274
-2.3117,-26.062,0.0033131,0.21878
-1.9286,-12.51,-0.026255,-0.46434
0.081333,-1.0447,-0.016115,0.40625
